54.557968 -35.495425 22.70 0.064 21.27 0.016 20.52 0.007 20.24 0.009 18.92 0.046 18.15 0.083  19.6
54.559119 -35.445442 22.78 0.069 21.27 0.016 20.51 0.007 20.22 0.009 18.69 0.040 18.07 0.078  16.4
54.561701 -35.560998 22.37 0.048 21.27 0.016 20.58 0.008 20.42 0.011 19.10 0.051 18.48 0.114  48.3
54.579449 -35.443704 22.57 0.057 21.28 0.016 20.47 0.007 20.27 0.010 18.97 0.047 18.15 0.084  21.4
54.595207 -35.282087 22.46 0.052 21.28 0.006 20.67 0.016 20.50 0.010 19.22 0.056 18.70 0.139  18.4
54.775133 -35.580469 22.52 0.054 21.28 0.011 20.73 0.017 20.34 0.030 19.20 0.055 18.35 0.101  23.8
54.658237 -35.392437 22.84 0.073 21.31 0.006 20.64 0.016 20.16 0.008 18.65 0.039 17.82 0.062  18.2
54.672266 -35.479561 22.45 0.051 21.31 0.016 20.79 0.008 20.51 0.011 19.35 0.060 18.71 0.140  19.7
54.813846 -35.592909 22.42 0.050 21.31 0.011 20.71 0.017 20.37 0.030 19.12 0.052 18.35 0.101  35.0
54.973449 -35.025821 22.42 0.052 21.32 0.030 20.88 0.089 20.60 0.041 19.24 0.123 18.75 0.146   3.0
54.683675 -35.317122 22.93 0.079 21.32 0.006 20.67 0.016 20.20 0.008 18.57 0.037 18.00 0.073  23.2
54.534044 -35.464452 22.51 0.054 21.33 0.017 20.66 0.008 20.38 0.010 19.24 0.056 18.48 0.113  10.6
54.597601 -35.664809 22.84 0.073 21.33 0.031 20.11 0.013 19.56 0.015 17.74 0.024 16.46 0.017  70.9
54.586778 -35.574062 22.50 0.054 21.33 0.017 20.71 0.008 20.44 0.011 19.48 0.065 18.95 0.176  32.5
54.209792 -35.337965 22.44 0.052 21.34 0.028 20.72 0.037 20.35 0.022 19.12 0.052 18.23 0.090  23.5
54.704797 -35.361691 22.87 0.074 21.34 0.011 20.61 0.017 20.19 0.035 18.72 0.041 17.93 0.068  29.2
54.829424 -35.568540 22.61 0.059 21.34 0.011 20.78 0.017 20.41 0.030 19.34 0.060 18.77 0.148  24.8
54.571182 -35.441907 22.84 0.073 21.35 0.017 20.54 0.007 20.25 0.009 18.87 0.044 17.97 0.071  11.3
54.658910 -35.446284 22.78 0.069 21.36 0.017 20.74 0.008 20.43 0.011 19.10 0.051 18.52 0.118  16.8
54.468618 -35.482662 23.20 0.101 21.36 0.021 20.48 0.018 20.01 0.008 18.18 0.031 17.19 0.034  23.7
54.594019 -35.513647 22.45 0.051 21.36 0.017 20.77 0.008 20.54 0.012 19.32 0.059 18.76 0.148  25.5
54.626636 -35.572443 22.93 0.079 21.38 0.017 20.66 0.008 20.29 0.010 18.82 0.043 18.21 0.089  21.4
54.243806 -35.495965 22.38 0.049 21.38 0.038 20.91 0.025 20.57 0.020 19.44 0.065 18.75 0.145  48.0
54.004514 -35.428628 22.89 0.073 21.39 0.017 20.66 0.022 20.39 0.024 19.03 0.050 18.32 0.146  26.8
54.548799 -35.454477 22.94 0.079 21.39 0.017 20.54 0.007 20.24 0.009 18.65 0.039 17.84 0.063  48.7
54.648626 -35.454368 22.95 0.080 21.39 0.017 20.67 0.008 20.38 0.010 18.94 0.046 18.31 0.097  11.9
54.538460 -35.585232 23.31 0.111 21.39 0.017 20.45 0.007 19.99 0.008 18.32 0.032 17.33 0.039  27.7
54.538460 -35.585232 23.31 0.111 21.39 0.017 20.45 0.007 19.99 0.008 18.32 0.032 17.33 0.039  27.7
54.954768 -35.579443 22.53 0.055 21.40 0.045 20.85 0.008 20.57 0.029 19.45 0.064 18.76 0.147  25.8
55.338194 -35.362787 22.02 0.037 21.41 0.027 21.06 0.028 20.82 0.024 20.13 0.103 19.39 0.478  13.2
54.917230 -35.309815 22.61 0.059 21.41 0.036 20.77 0.007 20.37 0.027 19.20 0.055 18.42 0.107  23.8
54.707712 -35.393253 22.82 0.071 21.42 0.011 20.69 0.017 20.30 0.035 18.81 0.043 18.13 0.082  17.1
54.112776 -35.292560 22.45 0.052 21.43 0.028 20.69 0.037 20.57 0.023 19.17 0.054 18.68 0.136  10.4
54.215258 -35.093031 22.34 0.048 21.43 0.016 20.87 0.061 20.60 0.026 19.46 0.081 19.18 0.215  10.4
55.011659 -35.649159 22.84 0.072 21.43 0.047 20.71 0.009 20.34 0.038 18.95 0.047 18.27 0.093  34.8
54.443530 -35.468076 22.81 0.071 21.43 0.021 20.75 0.018 20.39 0.010 18.98 0.048 18.11 0.081  15.0
53.998154 -35.449057 22.94 0.076 21.43 0.017 20.82 0.022 20.60 0.024 19.18 0.054 18.44 0.109  18.2
54.227371 -35.657433 22.63 0.061 21.44 0.039 20.87 0.036 20.58 0.019 19.47 0.066 18.80 0.152  17.6
55.067531 -35.414406 22.73 0.066 21.45 0.045 20.96 0.009 20.63 0.029 19.55 0.069 18.71 0.141  34.4
54.536691 -35.494257 22.48 0.053 21.45 0.017 20.79 0.008 20.54 0.011 19.36 0.060 18.99 0.183  24.9
54.704086 -35.592538 22.79 0.069 21.45 0.012 20.83 0.017 20.43 0.030 19.10 0.051 18.42 0.107  90.3
54.695479 -35.396775 22.69 0.064 21.45 0.006 20.82 0.016 20.52 0.010 19.19 0.054 18.75 0.146  27.9
55.334722 -35.479522 22.77 0.052 21.46 0.016 20.90 0.032 20.30 0.027 19.03 0.048 18.45 0.198  21.7
54.721852 -35.614373 22.61 0.059 21.46 0.041 20.91 0.018 20.49 0.038 19.37 0.061 18.81 0.154  31.5
54.579276 -35.539520 22.99 0.083 21.47 0.017 20.52 0.007 20.35 0.010 19.04 0.049 18.24 0.091  29.2
55.185825 -35.612928 22.74 0.067 21.47 0.023 20.95 0.021 20.63 0.039 19.58 0.069 19.61 0.322  13.8
54.495605 -35.605500 22.75 0.067 21.47 0.020 20.76 0.015 20.38 0.018 19.17 0.055 18.38 0.104  35.1
54.770886 -35.448222 23.02 0.085 21.48 0.012 20.87 0.017 20.47 0.030 19.11 0.051 18.12 0.082  18.8
54.125454 -35.298359 22.54 0.056 21.48 0.028 20.82 0.037 20.85 0.024 19.18 0.055 18.76 0.146  30.2
54.610936 -35.695231 22.83 0.072 21.48 0.031 20.72 0.014 20.48 0.017 19.05 0.050 18.39 0.104  29.6
